Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32312635896;Иной способ;ПОСТАВКА ТРАНСПОРТНОГО ПОНТОНА;;;1;ПОСТАВКА ТРАНСПОРТНОГО ПОНТОНА;795000000.00;RUB;795000000.00;;;;"30.11.24.130: Суда сухогрузные смешанного плавания ""река - море""";;"АКЦИОНЕРНОЕ ОБЩЕСТВО""МУРМАНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО""МУРМАНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";01.08.2023;24.08.2023;Закупка завершена;;;14.08.2023 11:00;
223-ФЗ;№32312634970;Иной способ;ПОСТАВКА ТРАНСПОРТНОГО ПОНТОНА ;;;1;ПОСТАВКА ТРАНСПОРТНОГО ПОНТОНА ;795000000.00;RUB;795000000.00;;;;"30.11.24.130: Суда сухогрузные смешанного плавания ""река - море""";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУРМАНСКИЙ БАЛКЕРНЫЙ ТЕРМИНАЛ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУРМАНСКИЙ БАЛКЕРНЫЙ ТЕРМИНАЛ""";01.08.2023;21.08.2023;Закупка завершена;;;14.08.2023 11:00;
44-ФЗ;№2300500000323000001;Электронный аукцион;Суда речные пассажирские;;232616720542261670100100010013011452;;;177000000.00;RUB;177000000.00;;;;;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУДОХОДНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ ""ДОН""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУДОХОДНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ ""ДОН""";28.07.2023;09.08.2023;Закупка завершена;;;07.08.2023;
223-ФЗ;№32312597910;Иной способ;Строительство несамоходного фрезерного земснаряда высокой производительности проекта FPDG3;;;1;Строительство несамоходного фрезерного земснаряда высокой производительности проекта FPDG3;950000000.00;RUB;950000000.00;;;;30.11.33.110: Земснаряды;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";19.07.2023;21.07.2023;Закупка завершена;;;27.07.2023 11:00;
223-ФЗ;№32312549431;Иной способ;Поставка транспортного понтона;;;1;Поставка транспортного понтона;700000000.00;RUB;700000000.00;;;;"30.11.24.130: Суда сухогрузные смешанного плавания ""река - море""";;"АКЦИОНЕРНОЕ ОБЩЕСТВО""МУРМАНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО""МУРМАНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";03.07.2023;24.07.2023;Закупка отменена;;;01.08.2023 11:00;
223-ФЗ;№32312549429;Иной способ;Поставка транспортного понтона;;;1;Поставка транспортного понтона;700000000.00;RUB;700000000.00;;;;"30.11.24.130: Суда сухогрузные смешанного плавания ""река - море""";;"АКЦИОНЕРНОЕ ОБЩЕСТВО""МУРМАНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО""МУРМАНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";03.07.2023;14.07.2023;Закупка отменена;;;25.07.2023 11:00;
223-ФЗ;№32312549414;Иной способ;Поставка транспортного понтона ;;;1;ПОСТАВКА ТРАНСПОРТНОГО ПОНТОНА ;700000000.00;RUB;700000000.00;;;;"30.11.24.130: Суда сухогрузные смешанного плавания ""река - море""";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУРМАНСКИЙ БАЛКЕРНЫЙ ТЕРМИНАЛ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУРМАНСКИЙ БАЛКЕРНЫЙ ТЕРМИНАЛ""";03.07.2023;28.07.2023;Закупка отменена;;;03.08.2023 11:00;
44-ФЗ;№0322100015823000038;Электронный аукцион;Финансовая аренда (лизинг) несамоходного мелкосидящего земснаряда сборно-разборного типа с гидравлическим разрыхлителем;;231272100041027210100100200390000244;;;373974068.99;RUB;373974068.99;;;;;;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ АМУРСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ """;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ АМУРСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ """;03.07.2023;20.07.2023;Закупка завершена;;;19.07.2023;
44-ФЗ;№0173100005023000011;Электронный аукцион;Поставка построенных патрульных катеров длиной 11-13,5 метров ;;231771454975177140100100400023011412;;;126300000.00;RUB;126300000.00;;;;;;ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА;ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА;20.06.2023;30.06.2023;Закупка завершена;;;28.06.2023;
44-ФЗ;№0173100005023000008;Электронный аукцион;Поставка построенных патрульных катеров длиной 11-13,5 метров ;;231771454975177140100100400013011412;;;126300000.00;RUB;126300000.00;;;;;;ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА;ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА;11.05.2023;26.05.2023;Закупка завершена;;;24.05.2023;
44-ФЗ;№0319100033324000200;Электронный аукцион;Оказание услуг по финансовой аренде (лизингу) несамоходного мелкосидящего земснаряда сборно-разборного типа с гидравлическим и фрезерным рыхлителем (производительностью не менее 500 м3/час по грунту);;'241246601674724660200101740036491244';;;953082665.96;RUB;;;;;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;"КРАСНОЯРСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";"КРАСНОЯРСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";26.12.2024;28.01.2025;Определение поставщика завершено;;;24.01.2025;
44-ФЗ;№0329100005924000390;Электронный аукцион;Оказание услуг по финансовой аренде (лизингу) несамоходного мелкосидящего земснаряда сборно-разборного типа с гидравлическим и фрезерным рыхлением;;'241344800971734480100100354116491244';;;870805174.96;RUB;;;;;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ВОЛГО-ДОНСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ВОЛГО-ДОНСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";29.11.2024;27.01.2025;Определение поставщика завершено;;;27.01.2025;
44-ФЗ;№0319100033324000175;Электронный аукцион;Оказание услуг по финансовой аренде (лизингу) несамоходного мелкосидящего земснаряда сборно-разборного типа с гидравлическим и фрезерным рыхлителем;;'241246601674724660200101740026491244';;;953082665.96;RUB;;;;;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;"КРАСНОЯРСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";"КРАСНОЯРСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";30.10.2024;04.12.2024;Определение поставщика завершено;;;02.12.2024;
44-ФЗ;№0319100033324000152;Электронный аукцион;Оказание услуг по финансовой аренде (лизингу) несамоходного мелкосидящего земснаряда сборно-разборного типа с гидравлическим и фрезерным рыхлителем;;'241246601674724660200101740016491244';;;965590079.11;RUB;;;;;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;"КРАСНОЯРСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";"КРАСНОЯРСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";05.09.2024;24.09.2024;Определение поставщика завершено;;05.09.2024;23.09.2024;
44-ФЗ;№0319100038624000117;Электронный аукцион;Оказание услуг по финансовой аренде (лизингу) несамоходного мелкосидящего земснаряда сборно-разборного типа с фрезерным рыхлителем;;'241246601674724470200101060026491244';;;776848942.96;RUB;;;;;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных;"ЕНИСЕЙСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";"ЕНИСЕЙСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ЕНИСЕЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";16.08.2024;10.09.2024;Определение поставщика завершено;;;06.09.2024;
44-ФЗ;№0156200009924000912;Электронный аукцион;Оказание услуг по финансовой аренде (лизингу) пассажирского судна;;'242590437986459040100100130010000244';;;592470900.00;RUB;;;;;"64.91.10.190: Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных; 30.11.21.120: Суда речные пассажирские";30.11.21.000-00000001: Пассажирское судно;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАТОР ПАССАЖИРСКИХ ПЕРЕВОЗОК ПЕРМСКОГО КРАЯ""";МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ПЕРМСКОГО КРАЯ;08.08.2024;05.09.2024;Определение поставщика завершено;;;03.09.2024;
